PhraseID,SentenceID,Sentence
753,753,"['[', ""'ALL"", 'HEADS', '(', 'THREE-HEADED', 'KNIGHT', ')', ':', 'Halt', '!', ""'"", ']']"
754,754,"['[', ""'"", '[', 'dramatic', 'chord', ']', ""'"", ']']"
755,755,"['[', ""'Who"", 'art', 'thou', '?', ""'"", ']']"
756,756,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'He', 'is', 'brave', 'Sir', 'Robin', ',', 'brave', 'Sir', 'Robin', ',', 'who', '--', ""'"", ']']"
757,757,"['[', ""'ROBIN"", ':', 'Shut', 'up', '!', ""'"", ',', ""'Um"", ',', 'n', '--', 'n', '--', 'n', '--', 'nobody', ',', 'really', '.', ""'"", ',', '``', 'I', ""'m"", 'j', '--', 'j', '--', 'j', '--', 'ju', '--', 'just', ',', 'um', '--', 'just', 'passing', 'through', '.', ""''"", ']']"
758,758,"['[', ""'ALL"", 'HEADS', ':', 'What', 'do', 'you', 'want', '?', ""'"", ']']"
759,759,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'To', 'fight', 'and', '--', ""'"", ']']"
760,760,"['[', ""'ROBIN"", ':', 'Shut', 'up', '!', ""'"", ']']"
761,761,"['[', ""'Um"", ',', 'oo', ',', 'a', '--', 'nothing', '.', ""'"", ',', ""'Nothing"", ',', 'really', '.', ""'"", ',', ""'"", 'I', ',', 'uh', '--', 'j', '--', 'j', '--', 'just', '--', 'just', 'to', ',', 'um', '--', 'just', 'to', 'p', '--', 'pass', 'through', ',', 'good', 'Sir', 'Knight', '.', ""'"", ']']"
762,762,"['[', '``', 'ALL', 'HEADS', ':', 'I', ""'m"", 'afraid', 'not', '!', ""''"", ']']"
763,763,"['[', ""'ROBIN"", ':', 'Ah', '.', ""'"", ',', ""'"", 'W', '--', 'well', ',', 'actually', 'I', '--', 'I', 'am', 'a', 'Knight', 'of', 'the', 'Round', 'Table', '.', ""'"", ']']"
764,764,"['[', '``', 'ALL', 'HEADS', ':', 'You', ""'re"", 'a', 'Knight', 'of', 'the', 'Round', 'Table', '?', ""''"", ']']"
765,765,"['[', ""'ROBIN"", ':', 'I', 'am', '.', ""'"", ']']"
766,766,"['[', ""'LEFT"", 'HEAD', ':', 'In', 'that', 'case', ',', 'I', 'shall', 'have', 'to', 'kill', 'you', '.', ""'"", ']']"
767,767,"['[', ""'MIDDLE"", 'HEAD', ':', 'Shall', 'I', '?', ""'"", ']']"
768,768,"['[', '``', 'RIGHT', 'HEAD', ':', 'Oh', ',', 'I', 'do', ""n't"", 'think', 'so', '.', ""''"", ']']"
769,769,"['[', ""'MIDDLE"", 'HEAD', ':', 'Well', ',', 'what', 'do', 'I', 'think', '?', ""'"", ']']"
770,770,"['[', ""'LEFT"", 'HEAD', ':', 'I', 'think', 'kill', 'him', '.', ""'"", ']']"
771,771,"['[', '``', 'RIGHT', 'HEAD', ':', 'Oh', ',', 'let', ""'s"", 'be', 'nice', 'to', 'him', '.', ""''"", ']']"
772,772,"['[', ""'LEFT"", 'HEAD', ':', 'Oh', ',', 'shut', 'up', '.', ""'"", ']']"
773,773,"['[', ""'ROBIN"", ':', 'Perhaps', 'I', 'could', '--', ""'"", ']']"
774,774,"['[', ""'LEFT"", 'HEAD', ':', 'And', 'you', '.', ""'"", ',', ""'Oh"", ',', 'quick', '!', ""'"", ']']"
775,775,"['[', ""'Get"", 'the', 'sword', 'out', '.', ""'"", ']']"
776,776,"['[', ""'"", 'I', 'want', 'to', 'cut', 'his', 'head', 'off', '!', ""'"", ']']"
777,777,"['[', ""'RIGHT"", 'HEAD', ':', 'Oh', ',', 'cut', 'your', 'own', 'head', 'off', '!', ""'"", ']']"
778,778,"['[', ""'MIDDLE"", 'HEAD', ':', 'Yes', ',', 'do', 'us', 'all', 'a', 'favor', '!', ""'"", ']']"
779,779,"['[', ""'LEFT"", 'HEAD', ':', 'What', '?', ""'"", ']']"
780,780,"['[', ""'RIGHT"", 'HEAD', ':', 'Yapping', 'on', 'all', 'the', 'time', '.', ""'"", ']']"
781,781,"['[', '``', 'MIDDLE', 'HEAD', ':', 'You', ""'re"", 'lucky', '.', ""''"", ']']"
782,782,"['[', '``', 'You', ""'re"", 'not', 'next', 'to', 'him', '.', ""''"", ']']"
783,783,"['[', ""'LEFT"", 'HEAD', ':', 'What', 'do', 'you', 'mean', '?', ""'"", ']']"
784,784,"['[', ""'MIDDLE"", 'HEAD', ':', 'You', 'snore', '!', ""'"", ']']"
785,785,"['[', '``', 'LEFT', 'HEAD', ':', 'Oh', ',', 'I', 'do', ""n't"", '.', ""''"", ']']"
786,786,"['[', '``', 'Anyway', ',', 'you', ""'ve"", 'got', 'bad', 'breath', '.', ""''"", ']']"
787,787,"['[', '``', 'MIDDLE', 'HEAD', ':', 'Well', ',', 'it', ""'s"", 'only', 'because', 'you', 'do', ""n't"", 'brush', 'my', 'teeth', '.', ""''"", ']']"
788,788,"['[', '``', 'RIGHT', 'HEAD', ':', 'Oh', ',', 'stop', 'bitching', 'and', 'let', ""'s"", 'go', 'have', 'tea', '.', ""''"", ']']"
789,789,"['[', ""'LEFT"", 'HEAD', ':', 'Oh', ',', 'all', 'right', '.', ""'"", ']']"
790,790,"['[', ""'All"", 'right', ',', 'all', 'right', '.', ""'"", ']']"
791,791,"['[', '``', 'We', ""'ll"", 'kill', 'him', 'first', 'and', 'then', 'have', 'tea', 'and', 'biscuits', '.', ""''"", ']']"
792,792,"['[', ""'MIDDLE"", 'HEAD', ':', 'Yes', '.', ""'"", ']']"
793,793,"['[', ""'RIGHT"", 'HEAD', ':', 'Oh', ',', 'not', 'biscuits', '.', ""'"", ']']"
794,794,"['[', '``', 'LEFT', 'HEAD', ':', 'All', 'right', ',', 'all', 'right', ',', 'not', 'biscuits', ',', 'but', 'let', ""'s"", 'kill', 'him', 'anyway', '.', ""''"", ']']"
795,795,"['[', ""'ALL"", 'HEADS', ':', 'Right', '!', ""'"", ']']"
796,796,"['[', ""'MIDDLE"", 'HEAD', ':', 'He', 'buggered', 'off', '.', ""'"", ']']"
797,797,"['[', ""'RIGHT"", 'HEAD', ':', 'So', 'he', 'has', '.', ""'"", ']']"
798,798,"['[', '``', 'He', ""'s"", 'scarpered', '.', ""''"", ']']"
799,799,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'Brave', 'Sir', 'Robin', 'ran', 'away', ',', ""'"", ']']"
800,800,"['[', ""'ROBIN"", ':', 'No', '!', ""'"", ']']"
801,801,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'Bravely', 'ran', 'away', ',', 'away', '.', ""'"", ']']"
802,802,"['[', '``', 'ROBIN', ':', 'I', 'did', ""n't"", '!', ""''"", ']']"
803,803,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'When', 'danger', 'reared', 'its', 'ugly', 'head', ',', 'he', 'bravely', 'turned', 'his', 'tail', 'and', 'fled', '.', ""'"", ']']"
804,804,"['[', ""'ROBIN"", ':', 'No', '!', ""'"", ']']"
805,805,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'Yes', ',', 'brave', 'Sir', 'Robin', 'turned', 'about', ""'"", ']']"
806,806,"['[', '``', 'ROBIN', ':', 'I', 'did', ""n't"", '!', ""''"", ']']"
807,807,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'And', 'gallantly', ',', 'he', 'chickened', 'out', '.', ""'"", ']']"
808,808,"['[', ""'Bravely"", 'taking', 'to', 'his', 'feet', ',', ""'"", ']']"
809,809,"['[', ""'ROBIN"", ':', 'I', 'never', 'did', '!', ""'"", ']']"
810,810,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', ""'"", ']']"
811,811,"['[', ""'He"", 'beat', 'a', 'very', 'brave', 'retreat', ',', ""'"", ']']"
812,812,"['[', ""'ROBIN"", ':', 'All', 'lies', '!', ""'"", ']']"
813,813,"['[', ""'MINSTREL"", ':', '[', 'singing', ']', 'Bravest', 'of', 'the', 'brave', ',', 'Sir', 'Robin', '.', ""'"", ']']"
814,814,"['[', ""'ROBIN"", ':', 'I', 'never', '!', ""'"", ']']"
815,815,"['[', ']']"
816,816,"['[', ""'"", '[', 'Cartoon', ']', ""'"", ']']"
817,817,"['[', ""'CARTOON"", 'MONKS', ':', '[', 'chanting', ']', 'Pie', 'Iesu', 'domine', ',', 'dona', 'eis', 'requiem', '.', ""'"", ']']"
818,818,"['[', ""'CARTOON"", 'CHARACTER', ':', 'Heh', 'heh', 'heeh', 'ooh', '...', ""'"", ']']"
819,819,"['[', ""'"", '[', 'twang', ']', ""'"", ']']"
820,820,"['[', ""'CARTOON"", 'MONKS', ':', '[', 'chanting', ']', 'Pie', 'Iesu', 'domine', ',', '...', ""'"", ']']"
821,821,"['[', ""'CARTOON"", 'CHARACTERS', ':', 'Wayy', '!', ""'"", ']']"
822,822,"['[', ""'"", '[', 'splash', ']', ""'"", ']']"
823,823,"['[', ""'Ho"", 'ho', '.', ""'"", ',', ""'Woa"", ',', 'wayy', '!', ""'"", ']']"
824,824,"['[', ""'"", '[', 'twang', ']', ""'"", ']']"
825,825,"['[', ""'"", '[', 'splash', ']', ""'"", ']']"
826,826,"['[', ""'Heh"", 'heh', 'heh', 'heh', 'ho', '!', ""'"", ',', ""'Heh"", 'heh', 'heh', '!', ""'"", ']']"
827,827,"['[', ""'CARTOON"", 'MONKS', ':', '[', 'chanting', ']', '...', 'dona', 'eis', 'requiem', '.', ""'"", ']']"
828,828,"['[', ""'CARTOON"", 'CHARACTER', ':', 'Wayy', '!', ""'"", ']']"
829,829,"['[', ""'"", '[', 'twang', ']', ""'"", ']']"
830,830,"['[', ""'Wayy"", '!', ""'"", ']']"
831,831,"['[', ""'"", '[', 'twang', ']', ""'"", ']']"
832,832,"['[', ""'VOICE"", ':', '[', 'whispering', ']', 'Forgive', 'me', ',', 'for', 'I', 'have', 'sinned', '.', ""'"", ']']"
833,833,"['[', ""'CARTOON"", 'CHARACTER', ':', 'Oh', '!', ""'"", ',', ""'Oooo"", '.', ""'"", ']']"
834,834,"['[', ']']"
835,835,"['[', ""'SCENE"", '10', ':', 'The', 'Oral', 'Sects', 'or', 'Sir', 'Gallahad', 'Faces', 'Peril', 'Valiantly', ""'"", ']']"
836,836,"['[', ""'"", '[', 'trumpets', ']', ""'"", ']']"
837,837,"['[', ""'NARRATOR"", ':', 'The', 'Tale', 'of', 'Sir', 'Galahad', '.', ""'"", ']']"
838,838,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
839,839,"['[', ""'"", '[', 'wind', ']', ""'"", ']']"
840,840,"['[', ""'"", '[', 'howl', ']', ""'"", ']']"
841,841,"['[', ""'"", '[', 'howl', ']', ""'"", ']']"
842,842,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
843,843,"['[', ""'"", '[', 'angels', 'singing', ']', ""'"", ']']"
844,844,"['[', ""'"", '[', 'howl', ']', ""'"", ']']"
845,845,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
846,846,"['[', ""'"", '[', 'howl', ']', ""'"", ']']"
847,847,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
848,848,"['[', ""'"", '[', 'pound', 'pound', 'pound', ']', ""'"", ']']"
849,849,"['[', ""'GALAHAD"", ':', 'Open', 'the', 'door', '!', ""'"", ',', ""'Open"", 'the', 'door', '!', ""'"", ']']"
850,850,"['[', ""'"", '[', 'pound', 'pound', 'pound', ']', ""'"", ']']"
851,851,"['[', ""'GALAHAD"", ':', 'In', 'the', 'name', 'of', 'King', 'Arthur', ',', 'open', 'the', 'door', '!', ""'"", ']']"
852,852,"['[', ""'"", '[', 'creak', ']', ""'"", ']']"
853,853,"['[', ""'"", '[', 'thump', ']', ""'"", ']']"
854,854,"['[', ""'"", '[', 'creak', ']', ""'"", ']']"
855,855,"['[', ""'"", '[', 'boom', ']', ""'"", ']']"
856,856,"['[', ""'GIRLS"", ':', 'Hello', '!', ""'"", ']']"
857,857,"['[', ""'ZOOT"", ':', 'Welcome', ',', 'gentle', 'Sir', 'Knight', '.', ""'"", ']']"
858,858,"['[', ""'Welcome"", 'to', 'the', 'Castle', 'Anthrax', '.', ""'"", ']']"
859,859,"['[', ""'GALAHAD"", ':', 'The', 'Castle', 'Anthrax', '?', ""'"", ']']"
860,860,"['[', ""'ZOOT"", ':', 'Yes', '.', ""'"", ',', '``', 'Oh', ',', 'it', ""'s"", 'not', 'a', 'very', 'good', 'name', ',', 'is', 'it', '?', ""''"", ']']"
861,861,"['[', ""'Oh"", ',', 'but', 'we', 'are', 'nice', 'and', 'we', 'will', 'attend', 'to', 'your', 'every', ',', 'every', 'need', '!', ""'"", ']']"
862,862,"['[', ""'GALAHAD"", ':', 'You', 'are', 'the', 'keepers', 'of', 'the', 'Holy', 'Grail', '?', ""'"", ']']"
863,863,"['[', ""'ZOOT"", ':', 'The', 'what', '?', ""'"", ']']"
864,864,"['[', ""'GALAHAD"", ':', 'The', 'Grail', ',', 'it', 'is', 'here', '.', ""'"", ']']"
865,865,"['[', ""'ZOOT"", ':', 'Oh', ',', 'but', 'you', 'are', 'tired', 'and', 'you', 'must', 'rest', 'awhile', '.', ""'"", ']']"
866,866,"['[', ""'Midget"", '!', ""'"", ']']"
867,867,"['[', ""'Crapper"", '!', ""'"", ']']"
868,868,"['[', ""'MIDGET"", 'and', 'CRAPPER', ':', 'Yes', ',', 'O', 'Zoot', '?', ""'"", ']']"
869,869,"['[', ""'ZOOT"", ':', 'Prepare', 'a', 'bed', 'for', 'our', 'guest', '.', ""'"", ']']"
870,870,"['[', ""'MIDGET"", 'and', 'CRAPPER', ':', 'Oh', ',', 'thank', 'you', '!', ""'"", ']']"
871,871,"['[', ""'Thank"", 'you', '!', ""'"", ']']"
872,872,"['[', ""'Thank"", 'you', '!', ""'"", ']']"
873,873,"['[', ""'Thank"", 'you', '!', ""'"", ']']"
874,874,"['[', ""'Thank"", 'you', '!', ""'"", ']']"
875,875,"['[', ""'Thank"", 'you', '!', '...', ""'"", ']']"
876,876,"['[', ""'ZOOT"", ':', 'Away', '!', ""'"", ']']"
877,877,"['[', ""'Away"", ',', 'varletesses', '.', ""'"", ']']"
878,878,"['[', ""'The"", 'beds', 'here', 'are', 'warm', 'and', 'soft', 'and', 'very', ',', 'very', 'big', '.', ""'"", ']']"
879,879,"['[', ""'GALAHAD"", ':', 'Well', ',', 'look', ',', 'I', '--', 'I', ',', 'uh', '--', ""'"", ']']"
880,880,"['[', ""'ZOOT"", ':', 'What', 'is', 'your', 'name', ',', 'handsome', 'knight', '?', ""'"", ']']"
881,881,"['[', '``', 'GALAHAD', ':', ""'Sir"", 'Galahad', '...', 'the', 'Chaste', ""'"", '.', ""''"", ']']"
882,882,"['[', '``', 'ZOOT', ':', 'Mine', 'is', ""'Zoot"", ""'"", '.', ""''"", ']']"
883,883,"['[', '``', 'Just', ""'Zoot"", ""'"", '.', ""''"", ']']"
884,884,"['[', ""'Oh"", ',', 'but', 'come', '.', ""'"", ']']"
885,885,"['[', ""'GALAHAD"", ':', 'Look', ',', 'please', '!', ""'"", ']']"
886,886,"['[', '``', 'In', 'God', ""'s"", 'name', ',', 'show', 'me', 'the', 'Grail', '!', ""''"", ']']"
887,887,"['[', ""'ZOOT"", ':', 'Oh', ',', 'you', 'have', 'suffered', 'much', '.', ""'"", ']']"
888,888,"['[', ""'You"", 'are', 'delirious', '.', ""'"", ']']"
889,889,"['[', ""'GALAHAD"", ':', 'No', ',', 'look', '.', ""'"", ',', ""'"", 'I', 'have', 'seen', 'it', '!', ""'"", ']']"
890,890,"['[', ""'It"", 'is', 'here', 'in', 'this', '--', ""'"", ']']"
891,891,"['[', ""'ZOOT"", ':', 'Sir', 'Galahad', '!', ""'"", ']']"
892,892,"['[', ""'You"", 'would', 'not', 'be', 'so', 'ungallant', 'as', 'to', 'refuse', 'our', 'hospitality', '.', ""'"", ']']"
893,893,"['[', ""'GALAHAD"", ':', 'Well', ',', 'I', '--', 'I', ',', 'uh', '--', ""'"", ']']"
894,894,"['[', ""'ZOOT"", ':', 'Oh', ',', 'I', 'am', 'afraid', 'our', 'life', 'must', 'seem', 'very', 'dull', 'and', 'quiet', 'compared', 'to', 'yours', '.', ""'"", ']']"
895,895,"['[', ""'We"", 'are', 'but', 'eight', 'score', 'young', 'blondes', 'and', 'brunettes', ',', 'all', 'between', 'sixteen', 'and', 'nineteen-and-a-half', ',', 'cut', 'off', 'in', 'this', 'castle', 'with', 'no', 'one', 'to', 'protect', 'us', '.', ""'"", ']']"
896,896,"['[', ""'Oooh"", '.', ""'"", ']']"
897,897,"['[', ""'It"", 'is', 'a', 'lonely', 'life', ':', 'bathing', ',', 'dressing', ',', 'undressing', ',', 'knitting', 'exciting', 'underwear', '.', ""'"", ']']"
898,898,"['[', ""'We"", 'are', 'just', 'not', 'used', 'to', 'handsome', 'knights', '.', ""'"", ']']"
899,899,"['[', ""'Nay"", ',', 'Nay', '.', ""'"", ']']"
900,900,"['[', ""'Come"", ',', 'Come', '.', ""'"", ']']"
901,901,"['[', ""'You"", 'may', 'lie', 'here', '.', ""'"", ']']"
902,902,"['[', ""'Oh"", ',', 'but', 'you', 'are', 'wounded', '!', ""'"", ']']"
903,903,"['[', ""'GALAHAD"", ':', 'No', ',', 'no', '.', ""'"", ']']"
904,904,"['[', '``', 'It', ""'s"", '--', 'it', ""'s"", 'nothing', '.', ""''"", ']']"
905,905,"['[', ""'ZOOT"", ':', 'Oh', ',', 'you', 'must', 'see', 'the', 'doctors', 'immediately', '!', ""'"", ']']"
906,906,"['[', ""'No"", ',', 'no', ',', 'please', '!', ""'"", ']']"
907,907,"['[', ""'Lie"", 'down', '.', ""'"", ']']"
908,908,"['[', ""'"", '[', 'clap', 'clap', ']', ""'"", ']']"
909,909,"['[', ""'PIGLET"", ':', 'Well', ',', 'what', 'seems', 'to', 'be', 'the', 'trouble', '?', ""'"", ']']"
910,910,"['[', '``', 'GALAHAD', ':', 'They', ""'re"", 'doctors', '?', '``', ',', ""'"", '!', ""'"", ']']"
911,911,"['[', ""'ZOOT"", ':', 'Uh', ',', 'they', '...', 'have', 'a', 'basic', 'medical', 'training', ',', 'yes', '.', ""'"", ']']"
912,912,"['[', ""'GALAHAD"", ':', 'B', '--', 'but', '--', ""'"", ']']"
913,913,"['[', ""'ZOOT"", ':', 'Oh', ',', 'come', '.', ""'"", ',', ""'Come"", '.', ""'"", ',', ""'You"", 'must', 'try', 'to', 'rest', '.', ""'"", ']']"
914,914,"['[', ""'Doctor"", 'Piglet', '!', ""'"", ']']"
915,915,"['[', ""'Doctor"", 'Winston', '!', ""'"", ']']"
916,916,"['[', ""'Practise"", 'your', 'art', '.', ""'"", ']']"
917,917,"['[', ""'WINSTON"", ':', 'Try', 'to', 'relax', '.', ""'"", ']']"
918,918,"['[', '``', 'GALAHAD', ':', 'Are', 'you', 'sure', 'that', ""'s"", 'absolutely', 'necessary', '?', ""''"", ']']"
919,919,"['[', ""'PIGLET"", ':', 'We', 'must', 'examine', 'you', '.', ""'"", ']']"
920,920,"['[', '``', 'GALAHAD', ':', 'There', ""'s"", 'nothing', 'wrong', 'with', 'that', '!', ""''"", ']']"
921,921,"['[', ""'PIGLET"", ':', 'Please', '.', ""'"", ']']"
922,922,"['[', ""'We"", 'are', 'doctors', '.', ""'"", ']']"
923,923,"['[', ""'GALAHAD"", ':', 'Look', '!', ""'"", ']']"
924,924,"['[', ""'This"", 'can', 'not', 'be', '.', ""'"", ']']"
925,925,"['[', ""'"", 'I', 'am', 'sworn', 'to', 'chastity', '.', ""'"", ']']"
926,926,"['[', ""'PIGLET"", ':', 'Back', 'to', 'your', 'bed', '!', ""'"", ',', ""'At"", 'once', '!', ""'"", ']']"
927,927,"['[', ""'GALAHAD"", ':', 'Torment', 'me', 'no', 'longer', '.', ""'"", ',', ""'"", 'I', 'have', 'seen', 'the', 'Grail', '!', ""'"", ']']"
928,928,"['[', '``', 'PIGLET', ':', 'There', ""'s"", 'no', 'grail', 'here', '.', ""''"", ']']"
929,929,"['[', ""'GALAHAD"", ':', 'I', 'have', 'seen', 'it', '!', ""'"", ']']"
930,930,"['[', ""'"", 'I', 'have', 'seen', 'it', '!', ""'"", ']']"
931,931,"['[', ""'"", '[', 'clank', ']', ""'"", ']']"
932,932,"['[', ""'"", 'I', 'have', 'seen', '--', ""'"", ']']"
933,933,"['[', ""'GIRLS"", ':', 'Hello', '.', ""'"", ']']"
934,934,"['[', ""'GALAHAD"", ':', 'Oh', '.', ""'"", ']']"
935,935,"['[', ""'GIRLS"", ':', 'Hello', '.', ""'"", ']']"
936,936,"['[', ""'Hello"", '.', ""'"", ']']"
937,937,"['[', ""'Hello"", '.', ""'"", ']']"
938,938,"['[', ""'Hello"", '.', ""'"", ']']"
939,939,"['[', ""'Hello"", '.', ""'"", ']']"
940,940,"['[', ""'Hello"", '.', ""'"", ']']"
941,941,"['[', ""'Hello"", '.', ""'"", ']']"
942,942,"['[', ""'Hello"", '.', ""'"", ']']"
943,943,"['[', ""'Hello"", '.', ""'"", ']']"
944,944,"['[', ""'Hello"", '.', ""'"", ']']"
945,945,"['[', ""'Hello"", '.', ""'"", ']']"
946,946,"['[', ""'Hello"", '.', ""'"", ']']"
947,947,"['[', ""'Hello"", '.', ""'"", ']']"
948,948,"['[', ""'Hello"", '.', ""'"", ']']"
949,949,"['[', ""'Hello"", '.', ""'"", ']']"
950,950,"['[', ""'Hello"", '.', ""'"", ']']"
951,951,"['[', ""'Hello"", '.', ""'"", ']']"
952,952,"['[', ""'Hello"", '.', ""'"", ']']"
953,953,"['[', ""'Hello"", '.', ""'"", ']']"
954,954,"['[', ""'Hello"", '.', ""'"", ']']"
955,955,"['[', ""'Hello"", '.', ""'"", ']']"
956,956,"['[', ""'Hello"", '.', ""'"", ']']"
957,957,"['[', ""'Hello"", '.', ""'"", ']']"
958,958,"['[', ""'GALAHAD"", ':', 'Zoot', '!', ""'"", ']']"
959,959,"['[', '``', 'DINGO', ':', 'No', ',', 'I', 'am', 'Zoot', ""'s"", 'identical', 'twin', 'sister', ',', 'Dingo', '.', ""''"", ']']"
960,960,"['[', ""'GALAHAD"", ':', 'Oh', ',', 'well', ',', 'excuse', 'me', ',', 'I', '--', ""'"", ']']"
961,961,"['[', ""'DINGO"", ':', 'Where', 'are', 'you', 'going', '?', ""'"", ']']"
962,962,"['[', ""'GALAHAD"", ':', 'I', 'seek', 'the', 'Grail', '!', ""'"", ']']"
963,963,"['[', ""'"", 'I', 'have', 'seen', 'it', ',', 'here', 'in', 'this', 'castle', '!', ""'"", ']']"
964,964,"['[', ""'DINGO"", ':', 'Oh', ',', 'no', '.', ""'"", ',', ""'Oh"", ',', 'no', '!', ""'"", ']']"
965,965,"['[', ""'Bad"", ',', 'bad', 'Zoot', '!', ""'"", ']']"
966,966,"['[', ""'GALAHAD"", ':', 'Well', ',', 'what', 'is', 'it', '?', ""'"", ']']"
967,967,"['[', ""'DINGO"", ':', 'Oh', ',', 'wicked', ',', 'bad', ',', 'naughty', 'Zoot', '!', ""'"", ']']"
968,968,"['[', ""'She"", 'has', 'been', 'setting', 'alight', 'to', 'our', 'beacon', ',', 'which', ',', 'I', 'have', 'just', 'remembered', ',', 'is', 'grail-shaped', '.', ""'"", ']']"
969,969,"['[', '``', 'It', ""'s"", 'not', 'the', 'first', 'time', 'we', ""'ve"", 'had', 'this', 'problem', '.', ""''"", ']']"
970,970,"['[', '``', 'GALAHAD', ':', 'It', ""'s"", 'not', 'the', 'real', 'Grail', '?', ""''"", ']']"
971,971,"['[', ""'DINGO"", ':', 'Oh', ',', 'wicked', ',', 'bad', ',', 'naughty', ',', 'evil', 'Zoot', '!', ""'"", ']']"
972,972,"['[', ""'She"", 'is', 'a', 'bad', 'person', 'and', 'must', 'pay', 'the', 'penalty', '!', ""'"", ']']"
973,973,"['[', ""'Do"", 'you', 'think', 'this', 'scene', 'should', 'have', 'been', 'cut', '?', ""'"", ']']"
974,974,"['[', '``', 'We', 'were', 'so', 'worried', 'when', 'the', 'boys', 'were', 'writing', 'it', ',', 'but', 'now', ',', 'we', ""'re"", 'glad', '.', ""''"", ']']"
975,975,"['[', '``', 'It', ""'s"", 'better', 'than', 'some', 'of', 'the', 'previous', 'scenes', ',', 'I', 'think', '.', ""''"", ']']"
976,976,"['[', ""'LEFT"", 'HEAD', ':', 'At', 'least', 'ours', 'was', 'better', 'visually', '.', ""'"", ']']"
977,977,"['[', ""'DENNIS"", ':', 'Well', ',', 'at', 'least', 'ours', 'was', 'committed', '.', ""'"", ']']"
978,978,"['[', '``', 'It', 'was', ""n't"", 'just', 'a', 'string', 'of', 'pussy', 'jokes', '.', ""''"", ']']"
979,979,"['[', ""'OLD"", 'MAN', ':', 'Get', 'on', 'with', 'it', '.', ""'"", ']']"
980,980,"['[', ""'TIM"", 'THE', 'ENCHANTER', ':', 'Yes', ',', 'get', 'on', 'with', 'it', '!', ""'"", ']']"
981,981,"['[', ""'ARMY"", 'OF', 'KNIGHTS', ':', 'Yes', ',', 'get', 'on', 'with', 'it', '!', ""'"", ']']"
982,982,"['[', ""'DINGO"", ':', 'Oh', ',', 'I', 'am', 'enjoying', 'this', 'scene', '.', ""'"", ']']"
983,983,"['[', ""'GOD"", ':', 'Get', 'on', 'with', 'it', '!', ""'"", ']']"
984,984,"['[', ""'DINGO"", ':', '[', 'sigh', ']', ""'"", ']']"
985,985,"['[', ""'"", '[', 'clunk', ']', ""'"", ']']"
986,986,"['[', ""'Oh"", ',', 'wicked', ',', 'wicked', 'Zoot', '.', ""'"", ']']"
987,987,"['[', ""'Oh"", ',', 'she', 'is', 'a', 'naughty', 'person', 'and', 'she', 'must', 'pay', 'the', 'penalty', ',', ""'"", ']']"
988,988,"['[', ""'and"", 'here', 'in', 'Castle', 'Anthrax', ',', 'we', 'have', 'but', 'one', 'punishment', 'for', 'setting', 'alight', 'the', 'grail-shaped', 'beacon', ':', ""'"", ']']"
989,989,"['[', ""'you"", 'must', 'tie', 'her', 'down', 'on', 'a', 'bed', 'and', 'spank', 'her', '.', ""'"", ']']"
990,990,"['[', ""'GIRLS"", ':', 'A', 'spanking', '!', ""'"", ']']"
991,991,"['[', ""'"", 'A', 'spanking', '!', ""'"", ']']"
992,992,"['[', ""'DINGO"", ':', 'You', 'must', 'spank', 'her', 'well', ',', 'and', 'after', 'you', 'have', 'spanked', 'her', ',', 'you', 'may', 'deal', 'with', 'her', 'as', 'you', 'like', ',', ""'"", ']']"
993,993,"['[', ""'and"", 'then', ',', 'spank', 'me', '.', ""'"", ']']"
994,994,"['[', ""'AMAZING"", ':', 'And', 'spank', 'me', '.', ""'"", ']']"
995,995,"['[', ""'STUNNER"", ':', 'And', 'me', '.', ""'"", ']']"
996,996,"['[', ""'LOVELY"", ':', 'And', 'me', '.', ""'"", ']']"
997,997,"['[', ""'DINGO"", ':', 'Yes', '.', ""'"", ']']"
998,998,"['[', ""'Yes"", ',', 'you', 'must', 'give', 'us', 'all', 'a', 'good', 'spanking', '!', ""'"", ']']"
999,999,"['[', ""'GIRLS"", ':', 'A', 'spanking', '!', ""'"", ']']"
1000,1000,"['[', ""'"", 'A', 'spanking', '!', ""'"", ']']"
1001,1001,"['[', ""'There"", 'is', 'going', 'to', 'be', 'a', 'spanking', 'tonight', '!', ""'"", ']']"
1002,1002,"['[', ""'DINGO"", ':', 'And', 'after', 'the', 'spanking', ',', 'the', 'oral', 'sex', '.', ""'"", ']']"
1003,1003,"['[', ""'GIRLS"", ':', 'The', 'oral', 'sex', '!', ""'"", ']']"
1004,1004,"['[', ""'The"", 'oral', 'sex', '!', ""'"", ']']"
1005,1005,"['[', ""'GALAHAD"", ':', 'Well', ',', 'I', 'could', 'stay', 'a', 'bit', 'longer', '.', ""'"", ']']"
